Group_Combined,Group,Subgroup,Year,Metric,Value
Full-Time Faculty — Women,Full-Time Faculty,Women,2024,Associate professor,62
Full-Time Faculty — Women,Full-Time Faculty,Women,2019,Assistant professor,51
Full-Time Faculty — Women,Full-Time Faculty,Women,2020,Assistant professor,48
Full-Time Faculty — Women,Full-Time Faculty,Women,2021,Assistant professor,42
Full-Time Faculty — Women,Full-Time Faculty,Women,2022,Assistant professor,47
Full-Time Faculty — Women,Full-Time Faculty,Women,2023,Assistant professor,58
Full-Time Faculty — Women,Full-Time Faculty,Women,2024,Assistant professor,61
Full-Time Faculty — Women,Full-Time Faculty,Women,2019,Instructor,4
Full-Time Faculty — Women,Full-Time Faculty,Women,2020,Instructor,1
Full-Time Faculty — Women,Full-Time Faculty,Women,2021,Instructor,1
Full-Time Faculty — Women,Full-Time Faculty,Women,2022,Instructor,3
Full-Time Faculty — Women,Full-Time Faculty,Women,2023,Instructor,3
Full-Time Faculty — Women,Full-Time Faculty,Women,2024,Instructor,4
Full-Time Faculty — Women,Full-Time Faculty,Women,2019,Total,194
Full-Time Faculty — Women,Full-Time Faculty,Women,2020,Total,187
Full-Time Faculty — Women,Full-Time Faculty,Women,2021,Total,182
Full-Time Faculty — Women,Full-Time Faculty,Women,2022,Total,172
Full-Time Faculty — Women,Full-Time Faculty,Women,2023,Total,178
Full-Time Faculty — Women,Full-Time Faculty,Women,2024,Total,191
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2019,Professor,196
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2020,Professor,200
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2021,Professor,186
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2022,Professor,166
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2023,Professor,170
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2024,Professor,175
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2019,Associate professor,137
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2020,Associate professor,136
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2021,Associate professor,148
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2022,Associate professor,134
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2023,Associate professor,131
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2024,Associate professor,129
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2019,Assistant professor,101
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2020,Assistant professor,90
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2021,Assistant professor,81
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2022,Assistant professor,89
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2023,Assistant professor,104
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2024,Assistant professor,102
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2019,Instructor,6
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2020,Instructor,2
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2021,Instructor,1
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2022,Instructor,3
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2023,Instructor,4
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2024,Instructor,5
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2019,Total,440
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2020,Total,428
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2021,Total,416
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2022,Total,392
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2023,Total,409
Full-Time Faculty — Men and Women,Full-Time Faculty,Men and Women,2024,Total,411
Part-Time Faculty — Men,Part-Time Faculty,Men,2019,Lecturer,278
Part-Time Faculty — Men,Part-Time Faculty,Men,2020,Lecturer,241
Part-Time Faculty — Men,Part-Time Faculty,Men,2021,Lecturer,219
Part-Time Faculty — Men,Part-Time Faculty,Men,2022,Lecturer,218
Part-Time Faculty — Men,Part-Time Faculty,Men,2023,Lecturer,221
Part-Time Faculty — Men,Part-Time Faculty,Men,2024,Lecturer,233
Part-Time Faculty — Women,Part-Time Faculty,Women,2019,Lecturer,263
Part-Time Faculty — Women,Part-Time Faculty,Women,2020,Lecturer,231
Part-Time Faculty — Women,Part-Time Faculty,Women,2021,Lecturer,213
Part-Time Faculty — Women,Part-Time Faculty,Women,2022,Lecturer,220
Part-Time Faculty — Women,Part-Time Faculty,Women,2023,Lecturer,237
Part-Time Faculty — Women,Part-Time Faculty,Women,2024,Lecturer,246
Part-Time Faculty — Men and Women,Part-Time Faculty,Men and Women,2019,Total,541
Part-Time Faculty — Men and Women,Part-Time Faculty,Men and Women,2020,Total,472
Part-Time Faculty — Men and Women,Part-Time Faculty,Men and Women,2021,Total,432
Part-Time Faculty — Men and Women,Part-Time Faculty,Men and Women,2022,Total,438
Part-Time Faculty — Men and Women,Part-Time Faculty,Men and Women,2023,Total,458
Part-Time Faculty — Men and Women,Part-Time Faculty,Men and Women,2024,Total,479
